,Wizkid,Davido,Burnaboy
2845,Wizkid joro official video has now hit 93m organic views via YouTube !🔥🔥 100m way ! Let's keep streaming …,"🛩🌍  brings you this week’s DNATop5 with 3 new entries! 🌍🛩

 1️⃣  🇳🇬
 2️⃣  🇰🇪
 3️⃣  🇬🇭
 …",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2846,"Few months ago, Wizkid drop made in Lagos album and ever since then the whole industry has been in disarray","Ahead of the release of The Best.  Jowo surpassed 11M on YouTube. We are waiting for another Classic, Movie, and…", Burnaboy
2847,"|🇺🇸 US APPLE MUSIC:

101. Wizkid – MadeInLagos [+11]

Let’s climb to the 90s 💪 !  …","It's all show business: Shiloh, Crusades, Indaboski, Davido &amp; Wizkid's Live in Concert, AY Live, etc. The pastors &amp; arti…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2848,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","PLS RETWEET♻️🙏

Surgical mask:2500
Mesh Nebulizer:18k
Pocket Nebulizer:45k
Covid19 test kit: 55k
.
To order: …",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2849,"“Make I Sing For You La La Do Do” 🎵 ⭐️
MIL roma wizkid starboy ",     banger always, Heavens gate still remain my favorite Burna Boy single of all time... Different vibe and original
2850,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…",  TAT and OUTSIDE
2851,Wizkid made in lagos,thebestvideo by Davido coming out today. I'll tell you this for free; dont expect any mediocre shit. even the haters…,"Now Playing on 234Radio, Burna Boy () - Alarm Clock.

Download 234Radio mobile app on iOS and Android."
2852,Wizkid's JORO hit 93 Million Organic Views via YouTube. 🦅🔥,"*5 minutes after getting kidnapped * 

me ; bros abeg remind me if 5PM don knack, i wan watch davido TheBestVideo for your…",I remember by this time last year was Grammy's night when  African Giant album lost to Angelique Kidjo's Celia y…
2853,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…",   Father OBO ,   Na real baby 🐵
2854,"Wizkid entrance at the same 02 with the mask on was crazy too , Olamide Eventim Apollo incredible , Burnaboy entrance at the…","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…","DJ BEE Mixes by SMIRNOFF ✔️ - Naija Exclusive Vol.1 ft. Fireboy DML, Simi, patoranking, Ajebutter22, Burnaboy, Nigerian Music"
2855,Nicki Minaj didn’t come closer for the video but no one is talking cos it’s not Wizkid 🤔 let’s keep it Holy 🙏🏽," Baba shut up!you are not the best not even good enough just concentrate on your thing and stop ranting,
may… ",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2856,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2857,"Here’s a song for you… Blessed (feat. Damian Marley) by WizKid
WizkidFCSP
","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…", Burnaboy
2858,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…","Have to understand wat I'm trying to show ya 
Take u OT where nobody knows ya
I don't know what u've been told baby
Dail…"
2859,"– MTV MAMAs 🏆 !

• Best Collaboration – “Smile”
• Best Fan-Base
• Artist of The Year 

VOTE WIZKID HERE: …","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…",The Dangerous Dj Is On Your Radio () ♫ Now Playing  - Hey Boy ft  w/  RYSENSHYNE
2860,"Breakfast!! Let’s feast on the AOTY MadeinLagos 💽🏆
","What happen when you violated the rules 😂😂😅
............................................
Kindly retweet and tag a friend i…", Oluwa Burna!!
2861,"Here’s a song for you… Essence (feat. Tems) by WizKid
WizkidFCSP
","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…",".  features on +44 AUX CORD performing tracks off his newly released Grammy nominated album ""Twice As Tall""

T…"
2862,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","Davidoatthe02arena x  

  
soldoutconcertpromoters o2arena smade smadeevents 

2YearsAgo h…",   Fact
2863,Dj Cuppy x Wizkid God when 🤔🥰🥰,"🛩🌍  brings you this week’s DNATop5 with 3 new entries! 🌍🛩

 1️⃣  🇳🇬
 2️⃣  🇰🇪
 3️⃣  🇬🇭
 …",  Wizkid and Burnaboy are legends 🔥 
2864,Why Davido isn’t dominating Wizkid and Burna Boy globally”– Kemi Olunloyo ,"*10 minutes after being kidnapped*

Me__Tule joor!!!! Boss abeg you fit play me The best by  make e choke ooo🔥🔥 h…",I remember by this time last year was Grammy's night when  African Giant album lost to Angelique Kidjo's Celia y…
2865,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…",🙌,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2866,I’ll forever be grateful to Wizkid  for giving us Tems🥺🤍,"*5 minutes after getting kidnapped * 

me ; bros abeg remind me if 5PM don knack, i wan watch davido TheBestVideo for your…",   Eeyah
2867,This live performance of “True Love” by Wizkid will always be special. 🦅 ,"🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…",I remember by this time last year was Grammy's night when  African Giant album lost to Angelique Kidjo's Celia y…
2868,Say we never tell nobody when the song go drop -Wizkid ,"🛩🌍  brings you this week’s DNATop5 with 3 new entries! 🌍🛩

 1️⃣  🇳🇬
 2️⃣  🇰🇪
 3️⃣  🇬🇭
 …",         … 
2869,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","Wizkid 
Burnaboy
davido
I never believed you guys have ishes,
Let me see one slapping the other fore I'll believe😎😂more GRACE Bosses", Sick rap advicing Ghanaians🔥🔥🔥 Burnaboy LayconOnJimmyJumpOff InScamWeTrust AkwaabaEricaNlewedim… 
2870,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","Ahead of the release of The Best.  Jowo surpassed 11M on YouTube. We are waiting for another Classic, Movie, and…","IN THE BLUE 



    … "
2871,"4 years ago since Tiwa savage and wizkid blessed us with Ma Lo. One of the best 🇳🇬 collaborations in the last decade?
https:…","      I know he will
Na my gee","Everything you can imagine is real.

Buratai Nigeria Nigerians EndSARS PresidentTrump lukaku wizkid Davido Burnaboy BBNaija"
2872,Dj Cuppy x Wizkid God when 🤔🥰🥰,2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,"Yoo! It's HumpDaySpecial On the MorningRushAbj w/ 
 - Live on  maskup 😷… "
2873,"Here’s a song for you… Longtime (feat. Skepta) by WizKid
WizkidFCSP
","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…","VERSES

EPISODE 2

WAY TOO BIG (COVER)
 "
2874,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","Davido x Mayorkun joint Album will bang real hard , they have never missed ......", Beautiful album
2875,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…",          …
2876,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…",".  ’s JOWO (official music video) has now garnered over 11M  views.. 

UP NEXT : THE BEST feat …", Are you sure
2877,Wizkid joro official video has now hit 93m organic views via YouTube !🔥🔥 100m way ! Let's keep streaming …,"🛩🌍  brings you this week’s DNATop5 with 3 new entries! 🌍🛩

 1️⃣  🇳🇬
 2️⃣  🇰🇪
 3️⃣  🇬🇭
 …",I remember by this time last year was Grammy's night when  African Giant album lost to Angelique Kidjo's Celia y…
2878,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…","NIGERIAN ARTISTES ON US APPLE MUSIC 📈 

88*  Made In Lagos 

347*  AyraStarrEP

393*  A Be…"
2879,"Lagos vibe 
             Wizkid
 2:26 ━━━━━━❍── 3:59
          ↻     ⊲  Ⅱ  ⊳     ↺    volume:▁▂▃▄▅▆▇100%",.'s JOWO Music Video Has Now Crossed 11 Million Views On Youtube,"Nothing much to see here just  giving a stellar perfomance of ""Way too big"" 🔥
"
2880,Ghetto love is Wizkid most underrated song and it one of his best songs.,"*5 minutes after getting kidnapped * 

me ; bros abeg remind me if 5PM don knack, i wan watch davido TheBestVideo for your…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2881,Everyone gotta listen to that Wizkid 😂 ,2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,"Billboard Global Excl. US: 52(+4) Jerusalema Remix,  feat.  and  [20 weeks]. *Peak: 1…"
2882,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order: 
.
.…",Davido did Gobe. Y’all Call him the 🐐!! That song is out of this world. 💯🔊,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2883,You can’t say you’re a part of Wizkid FC if you think love for Wizkid automatically means dislike/hate for Davido &amp; Burna…,"🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…","Billboard World Digital Song Sales: 2(=) Jerusalema Remix,  feat.  and  [30 weeks]. *P…"
2884,Wizkid de preach but una just de dance. Bad energy stay far away.,2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,Vibes all Day burna Boy Ablum inspired ✨ me I love you 😍 burna boy I promise myself I must see you before I leave t… 
2885,Wizkid JORO official video has 93M views via  ! ⚡⚡,"Plain tees 
Price : 2000 naira 
 
Nationwide delivery
Whatsapp-08090932984
M/XL .Pls kindly retweet 🙏🏾🙏🏾

Chloe | Rats…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
2886,"Me: I'm addicted Wizkid Songs. How can I stop?

Therapist: You need to find True Love &amp; SMILE always 

Me: …",        🔥🤔🤔,    please check this out
2887,"Fam, Have you voted this morning for Wizkid In all 7? 
The14thHeadies 
1.Viewer's Choice
2.Artiste Of The Year
3. Bes…","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…","aje drop
1st February 
Are you ready
      …"
2888,"PLS RETWEET ♻️🙏

Knee support:7k
Ankle brace:5k
Swab stick:7500
Fetal Doppler:28k
.
To order:… ","🚘: 2015 Toks Toyota Camry  - 6m

🚘: 2016 Toks MB GLE 350 - 17m

🚘: 2008 Toks Toyota Highlander - 4.6m

🚘: 2010 Toks Toyota C…",Just feel d moves official video out in a bit 🌻💐    … 
2889,"Link to wizkid's Joro
🎼👇🎶
 ",Never forget when Davido posted Wizkid MIL album. the numbers went up real quick and started trended. He is a king and always…, 😂😂😂😂😂😂
2890,Wizkid did it better silhouettechallenge ,🙌,         … 
2891,Wizkid's JORO hit 93 Million Organic Views via YouTube. 🦅🔥,🙌, 
2892,RT instagainstv Wizkid Davidoat02 twitterng whatsapp SilhoutteChallenge bussitchallange instagram Nigerians Nig…,        1Don is the real Banger,"wedomorewednesdays 🎶🎵🚫w/ Thelma x  
Np: Way too big  📻📣🔊🔉🔥NowOnAir  TuneinNow  googleplay… "
2893,"I will never forget that night Wizkid beat DJ Khalid, Kendrick Lemar,Drake, Travis Scott,Migos,Jay Z,Cardi B,SZA, and Solang…",        BetEstate THURSDAY Football B… ,"We nuh cooperate/ tell em me nuh go like the way when ah them ah operate//
I ah no separate/ these days man ah separating th…"
2894,"Wizkid's JORO hit 93 Million Views via YouTube.

Thanks to your favorite dada boy and uncle majek fashek for their vers…","🛩🌍  brings you this week’s DNATop5 with 3 new entries! 🌍🛩

 1️⃣  🇳🇬
 2️⃣  🇰🇪
 3️⃣  🇬🇭
 …"," Please make sure to follow  for a daily update of every Burna Boy related content (Charts, strea…"
2895,"Frame 1: N15,000
Frame 2: 24,000
Frame 3: 8,000
Frame 4: 15,0000

WhatsApp: 07011991518

Rats | Twitter NG | iPhone 11 |…",        BetEstate THURSDAY Football B… ,"20-10-20
Out on all platforms ⏬⏬⏬
  "
2896,"Wizkid’s album Made in Lagos is so good that there is a song for every moment. Classic body of work  

I find my se…","*5 minutes after getting kidnapped * 

me ; bros abeg remind me if 5PM don knack, i wan watch davido TheBestVideo… ",Bad energy Bawo!?? burnaxmelodyvr tkts  18/11 🦍 
2897,Wizkid did it better silhouettechallenge ,"While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…","New sick project with ,  x  dropping this week!!  🔥🤫 "
2898,Wizkid JORO official video has 93M views via  ! ⚡⚡, ,Another one ....... TWICEASTALL 
2899,"Thread !!!

Never Forget 

 sold out his first o2 Concert in 2018 on the same night of Champions league final…","What happen when you violated the rules 😂😂😅
............................................
Kindly retweet and tag a friend i…",WAY TOO BIG 
2900,"Frame 1: N15,000
Frame 2: 24,000
Frame 3: 8,000
Frame 4: 15,0000

WhatsApp: 07011991518

Rats | Twitter NG | iPhone 11 |…",2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,Shouts to the Edison Awards and all my Dutch outsiders! I’m honoured 🙏🏾 
2901,Look deeply y’ll will see Wizkid’s comparisons gives em career &amp; ads and clouts keeps him moving.. 5pm today we’re get…,"🛩🌍  brings you this week’s DNATop5 with 3 new entries! 🌍🛩

 1️⃣  🇳🇬
 2️⃣  🇰🇪
 3️⃣  🇬🇭
 …",WAYTOOBIG 🎥 8pm WAT 
2902,Which one of these wizkid albums did you listen to the most,".  ’s JOWO (official music video) has now garnered over 11M  views.. 

UP NEXT : THE BEST feat …",    Na him b dis 💯💯💯
2903,Nicki Minaj didn’t come closer for the video but no one is talking cos it’s not Wizkid 🤔 let’s keep it Holy 🙏🏽,"🛩🌍  brings you this week’s DNATop5 with 3 new entries! 🌍🛩

 1️⃣  🇳🇬
 2️⃣  🇰🇪
 3️⃣  🇬🇭
 …","2021, we taketh by force!!! Happy New year everyone! 🎉 "
2904,RT instagainstv Wizkid Davidoat02 twitterng whatsapp SilhoutteChallenge bussitchallange instagram Nigerians… ,Never forget when Davido posted Wizkid MIL album. the numbers went up real quick and started trended. He is a king and always…,Catch me tonight on  in  WAYTOOBIG 
2905,"ICYMI
WIZKID’s MadeInLagos historical Run up of UK Top10 Apple Albums under 24 hours in its 12th week of release. Mov…",         1DON 🇬🇭🔥🔥,Had a blast shooting for  .... out now!  
